:START_ID,:END_ID,type
551,961,REL
645,566,REL
940,169,REL
873,960,REL
854,539,REL
317,301,REL
721,614,REL
991,530,REL
370,465,REL
25,418,REL
127,733,REL
118,991,REL
896,713,REL
12,457,REL
644,256,REL
174,862,REL
64,50,REL
749,114,REL
346,478,REL
166,618,REL
210,184,REL
575,271,REL
442,287,REL
818,141,REL
516,229,REL
209,750,REL
224,12,REL
358,340,REL
781,949,REL
136,458,REL
51,789,REL
261,651,REL
640,337,REL
881,546,REL
62,109,REL
367,100,REL
166,68,REL
960,454,REL
438,586,REL
976,162,REL
362,615,REL
589,444,REL
311,635,REL
136,455,REL
922,862,REL
520,806,REL
806,779,REL
987,677,REL
620,765,REL
432,848,REL
650,337,REL
874,678,REL
193,852,REL
945,175,REL
928,271,REL
748,259,REL
445,346,REL
887,733,REL
331,151,REL
821,788,REL
34,284,REL
162,468,REL
914,5,REL
819,648,REL
132,277,REL
228,719,REL
197,9,REL
633,313,REL
742,648,REL
831,391,REL
850,373,REL
278,119,REL
88,619,REL
507,869,REL
860,64,REL
943,814,REL
573,11,REL
898,318,REL
19,376,REL
20,398,REL
829,760,REL
303,762,REL
26,108,REL
300,314,REL
945,654,REL
771,357,REL
38,114,REL
221,594,REL
658,550,REL
373,208,REL
164,314,REL
53,877,REL
757,552,REL
320,686,REL
754,76,REL
847,91,REL
427,62,REL
141,956,REL
556,935,REL
644,348,REL
123,228,REL
866,426,REL
336,130,REL
562,190,REL
238,387,REL
929,524,REL
401,655,REL
874,458,REL
388,209,REL
177,34,REL
487,631,REL
796,419,REL
660,171,REL
223,729,REL
582,538,REL
387,631,REL
969,795,REL
665,419,REL
471,378,REL
980,266,REL
317,945,REL
368,257,REL
456,650,REL
223,71,REL
669,176,REL
53,391,REL
743,853,REL
171,339,REL
551,785,REL
548,5,REL
405,453,REL
366,907,REL
976,713,REL
544,481,REL
827,69,REL
478,686,REL
505,713,REL
464,293,REL
563,264,REL
573,426,REL
823,309,REL
970,167,REL
225,724,REL
428,605,REL
280,298,REL
947,118,REL
905,674,REL
711,908,REL
924,664,REL
288,675,REL
439,520,REL
870,319,REL
232,587,REL
582,201,REL
729,484,REL
651,66,REL
562,420,REL
486,696,REL
682,532,REL
963,569,REL
300,804,REL
597,187,REL
850,573,REL
741,555,REL
56,58,REL
587,557,REL
461,336,REL
45,778,REL
124,227,REL
697,257,REL
54,78,REL
711,260,REL
386,712,REL
171,481,REL
988,74,REL
2,838,REL
363,710,REL
832,861,REL
313,814,REL
430,781,REL
857,976,REL
477,995,REL
275,443,REL
724,832,REL
182,983,REL
368,879,REL
537,80,REL
677,348,REL
911,400,REL
389,36,REL
286,157,REL
20,957,REL
847,274,REL
319,408,REL
120,718,REL
870,451,REL
898,126,REL
547,23,REL
711,783,REL
78,989,REL
199,531,REL
586,93,REL
103,179,REL
505,651,REL
577,710,REL
351,94,REL
206,578,REL
185,464,REL
700,554,REL
952,565,REL
597,829,REL
263,457,REL
947,228,REL
768,83,REL
273,892,REL
563,903,REL
119,277,REL
258,67,REL
230,847,REL
460,716,REL
470,307,REL
314,951,REL
892,593,REL
683,851,REL
791,613,REL
524,656,REL
665,220,REL
588,777,REL
242,207,REL
186,107,REL
100,297,REL
813,263,REL
288,769,REL
922,703,REL
762,518,REL
748,806,REL
456,734,REL
111,843,REL
842,88,REL
895,705,REL
292,24,REL
557,212,REL
359,147,REL
304,372,REL
796,777,REL
476,852,REL
286,530,REL
238,740,REL
341,462,REL
740,904,REL
568,106,REL
117,311,REL
710,989,REL
893,309,REL
476,138,REL
630,484,REL
996,590,REL
892,548,REL
812,204,REL
185,763,REL
699,524,REL
954,960,REL
704,481,REL
790,89,REL
634,488,REL
526,684,REL
131,73,REL
414,605,REL
799,976,REL
81,661,REL
834,242,REL
689,346,REL
116,438,REL
913,140,REL
61,824,REL
107,276,REL
692,295,REL
747,575,REL
758,61,REL
528,848,REL
590,957,REL
187,537,REL
359,960,REL
941,504,REL
609,966,REL
486,569,REL
522,167,REL
69,594,REL
932,735,REL
254,32,REL
293,810,REL
727,623,REL
71,420,REL
827,295,REL
699,682,REL
255,911,REL
767,831,REL
201,802,REL
2,140,REL
886,158,REL
390,32,REL
534,416,REL
606,149,REL
319,659,REL
388,617,REL
543,966,REL
757,811,REL
517,294,REL
459,429,REL
879,181,REL
433,989,REL
452,812,REL
298,913,REL
834,676,REL
464,565,REL
512,886,REL
445,324,REL
848,162,REL
371,86,REL
387,534,REL
16,734,REL
980,80,REL
592,188,REL
663,389,REL
978,293,REL
811,670,REL
178,39,REL
92,349,REL
631,43,REL
918,91,REL
801,248,REL
19,242,REL
746,477,REL
382,568,REL
388,286,REL
668,47,REL
388,830,REL
279,253,REL
731,564,REL
643,107,REL
647,403,REL
179,112,REL
676,239,REL
308,140,REL
974,27,REL
906,90,REL
118,941,REL
288,166,REL
618,905,REL
314,416,REL
528,608,REL
504,562,REL
385,115,REL
833,253,REL
501,119,REL
301,357,REL
804,916,REL
996,812,REL
960,45,REL
275,636,REL
742,428,REL
372,572,REL
428,421,REL
723,765,REL
744,639,REL
582,39,REL
64,511,REL
569,320,REL
579,702,REL
201,569,REL
680,322,REL
332,68,REL
963,25,REL
736,367,REL
874,544,REL
75,781,REL
839,491,REL
684,782,REL
706,265,REL
235,836,REL
396,374,REL
354,826,REL
8,669,REL
52,917,REL
754,955,REL
753,663,REL
670,530,REL
927,486,REL
32,46,REL
784,998,REL
329,612,REL
693,248,REL
206,167,REL
126,558,REL
451,512,REL
811,701,REL
17,444,REL
974,451,REL
956,714,REL
224,192,REL
271,188,REL
790,248,REL
946,597,REL
487,36,REL
60,283,REL
