:START_ID,:END_ID,type
621,560,REL
150,653,REL
128,160,REL
441,405,REL
284,690,REL
390,640,REL
31,50,REL
462,58,REL
785,985,REL
352,268,REL
149,650,REL
895,805,REL
126,408,REL
440,593,REL
642,376,REL
465,150,REL
911,552,REL
958,802,REL
96,675,REL
442,6,REL
511,79,REL
854,265,REL
737,938,REL
670,252,REL
422,935,REL
13,574,REL
456,30,REL
943,129,REL
763,552,REL
479,361,REL
506,926,REL
133,619,REL
223,566,REL
978,124,REL
439,182,REL
597,922,REL
64,422,REL
219,13,REL
175,53,REL
958,858,REL
518,246,REL
923,550,REL
551,415,REL
499,547,REL
662,259,REL
961,636,REL
103,830,REL
559,44,REL
439,426,REL
360,537,REL
228,92,REL
920,763,REL
964,601,REL
815,397,REL
557,165,REL
620,524,REL
348,967,REL
944,821,REL
664,422,REL
474,276,REL
49,232,REL
355,102,REL
108,928,REL
257,572,REL
938,289,REL
936,361,REL
854,171,REL
749,550,REL
167,373,REL
961,98,REL
676,193,REL
665,858,REL
808,278,REL
748,476,REL
28,608,REL
849,730,REL
382,699,REL
551,503,REL
888,690,REL
380,741,REL
367,834,REL
768,289,REL
355,647,REL
870,441,REL
16,359,REL
812,381,REL
256,93,REL
234,503,REL
628,208,REL
795,254,REL
210,101,REL
363,881,REL
708,659,REL
177,304,REL
634,211,REL
756,126,REL
823,515,REL
808,808,REL
84,133,REL
674,204,REL
442,822,REL
970,240,REL
752,455,REL
310,539,REL
882,669,REL
568,196,REL
677,260,REL
825,722,REL
596,746,REL
525,90,REL
247,801,REL
554,408,REL
79,675,REL
779,952,REL
780,807,REL
35,441,REL
171,175,REL
925,918,REL
287,901,REL
801,489,REL
60,599,REL
141,865,REL
363,68,REL
172,615,REL
284,197,REL
913,641,REL
23,321,REL
175,158,REL
476,53,REL
26,881,REL
642,958,REL
727,841,REL
90,243,REL
547,767,REL
670,360,REL
667,879,REL
302,613,REL
556,957,REL
822,269,REL
229,556,REL
906,266,REL
151,61,REL
807,9,REL
769,550,REL
650,369,REL
129,362,REL
220,903,REL
334,309,REL
506,987,REL
110,161,REL
223,242,REL
418,504,REL
93,152,REL
944,192,REL
215,453,REL
658,940,REL
451,580,REL
440,231,REL
278,346,REL
790,865,REL
256,325,REL
41,81,REL
400,852,REL
914,953,REL
932,540,REL
701,978,REL
307,492,REL
792,52,REL
784,10,REL
522,885,REL
392,681,REL
742,72,REL
98,700,REL
6,410,REL
237,505,REL
918,400,REL
850,143,REL
40,991,REL
762,346,REL
10,473,REL
182,5,REL
138,121,REL
864,364,REL
687,764,REL
147,812,REL
490,727,REL
518,344,REL
576,300,REL
141,719,REL
840,868,REL
467,207,REL
88,365,REL
625,114,REL
727,638,REL
850,526,REL
180,979,REL
180,804,REL
66,36,REL
928,254,REL
873,905,REL
985,959,REL
93,624,REL
212,340,REL
366,513,REL
913,696,REL
740,62,REL
262,120,REL
962,600,REL
619,525,REL
176,661,REL
482,231,REL
775,28,REL
337,434,REL
271,919,REL
308,145,REL
908,292,REL
271,87,REL
101,42,REL
230,495,REL
524,721,REL
870,459,REL
947,346,REL
323,911,REL
361,170,REL
295,162,REL
843,92,REL
984,145,REL
62,594,REL
827,958,REL
495,773,REL
321,559,REL
34,953,REL
782,937,REL
250,643,REL
734,568,REL
79,796,REL
21,857,REL
640,827,REL
139,651,REL
181,734,REL
243,18,REL
966,251,REL
892,548,REL
806,221,REL
750,75,REL
203,303,REL
196,842,REL
494,996,REL
437,716,REL
546,360,REL
79,843,REL
304,964,REL
236,727,REL
284,554,REL
584,931,REL
670,637,REL
751,972,REL
783,889,REL
456,538,REL
322,895,REL
725,268,REL
645,758,REL
797,84,REL
901,306,REL
20,473,REL
518,272,REL
834,30,REL
387,38,REL
4,3,REL
504,818,REL
968,857,REL
76,436,REL
215,655,REL
293,64,REL
639,683,REL
912,388,REL
312,365,REL
209,637,REL
337,824,REL
914,532,REL
910,501,REL
674,509,REL
634,425,REL
156,172,REL
40,606,REL
972,273,REL
105,895,REL
367,932,REL
9,648,REL
89,152,REL
168,689,REL
615,884,REL
685,698,REL
852,704,REL
572,468,REL
723,371,REL
915,767,REL
433,114,REL
717,725,REL
