:START_ID,:END_ID,type
565,643,REL
40,145,REL
449,869,REL
880,926,REL
120,463,REL
925,311,REL
26,660,REL
139,792,REL
720,210,REL
194,261,REL
527,364,REL
56,709,REL
691,165,REL
171,135,REL
68,67,REL
766,534,REL
615,78,REL
161,230,REL
389,914,REL
85,113,REL
565,285,REL
659,398,REL
148,61,REL
5,900,REL
384,841,REL
490,378,REL
197,747,REL
841,699,REL
644,767,REL
229,927,REL
509,779,REL
931,438,REL
688,808,REL
874,596,REL
466,813,REL
169,270,REL
910,488,REL
808,722,REL
881,901,REL
55,14,REL
993,272,REL
603,953,REL
754,695,REL
864,612,REL
671,760,REL
126,527,REL
481,220,REL
465,756,REL
337,476,REL
874,386,REL
900,174,REL
303,499,REL
328,691,REL
408,876,REL
926,162,REL
402,853,REL
715,793,REL
722,301,REL
139,465,REL
950,855,REL
354,597,REL
894,258,REL
601,305,REL
114,440,REL
722,755,REL
580,486,REL
832,820,REL
438,676,REL
6,31,REL
803,401,REL
767,543,REL
199,946,REL
814,394,REL
787,935,REL
948,774,REL
807,107,REL
354,771,REL
27,126,REL
928,676,REL
973,871,REL
23,825,REL
572,497,REL
354,952,REL
434,820,REL
877,122,REL
430,776,REL
480,273,REL
250,201,REL
695,290,REL
712,627,REL
65,657,REL
502,486,REL
191,736,REL
394,363,REL
409,473,REL
886,665,REL
114,323,REL
489,747,REL
180,94,REL
35,582,REL
866,729,REL
93,518,REL
975,169,REL
240,90,REL
694,428,REL
977,4,REL
706,895,REL
137,430,REL
325,614,REL
574,857,REL
462,659,REL
953,641,REL
809,98,REL
367,881,REL
648,290,REL
172,889,REL
593,739,REL
752,257,REL
12,677,REL
447,195,REL
158,731,REL
67,306,REL
130,165,REL
382,337,REL
792,826,REL
374,581,REL
538,305,REL
38,749,REL
486,299,REL
899,726,REL
717,231,REL
290,153,REL
975,131,REL
12,167,REL
669,47,REL
512,472,REL
993,659,REL
534,567,REL
535,27,REL
748,135,REL
136,44,REL
905,821,REL
392,451,REL
422,330,REL
86,64,REL
469,523,REL
904,899,REL
72,355,REL
205,856,REL
390,489,REL
641,733,REL
419,207,REL
348,577,REL
510,44,REL
152,27,REL
326,128,REL
788,283,REL
846,991,REL
164,714,REL
458,848,REL
443,729,REL
436,972,REL
130,969,REL
840,979,REL
148,447,REL
204,831,REL
142,624,REL
791,828,REL
