:START_ID,:END_ID,type
421,815,REL
11,761,REL
171,892,REL
558,384,REL
621,59,REL
103,988,REL
957,586,REL
970,305,REL
987,306,REL
394,69,REL
119,950,REL
278,251,REL
209,570,REL
521,402,REL
477,16,REL
370,297,REL
312,525,REL
841,615,REL
886,243,REL
945,275,REL
959,415,REL
71,914,REL
637,319,REL
761,504,REL
924,934,REL
606,405,REL
403,296,REL
637,333,REL
975,228,REL
344,117,REL
664,158,REL
717,928,REL
316,545,REL
756,449,REL
718,25,REL
493,812,REL
746,358,REL
272,619,REL
370,497,REL
21,560,REL
852,884,REL
15,677,REL
113,884,REL
45,536,REL
727,575,REL
300,151,REL
64,770,REL
395,180,REL
446,72,REL
148,675,REL
584,130,REL
875,754,REL
14,935,REL
284,655,REL
734,14,REL
424,136,REL
969,272,REL
183,172,REL
118,902,REL
309,776,REL
525,487,REL
755,843,REL
939,474,REL
84,592,REL
723,706,REL
620,59,REL
313,809,REL
637,462,REL
377,930,REL
15,30,REL
371,716,REL
22,909,REL
862,922,REL
790,987,REL
757,128,REL
653,998,REL
867,303,REL
342,932,REL
37,394,REL
787,843,REL
542,226,REL
110,428,REL
221,707,REL
975,363,REL
862,599,REL
611,311,REL
629,93,REL
348,889,REL
914,797,REL
731,288,REL
702,783,REL
311,488,REL
56,748,REL
887,917,REL
621,792,REL
679,322,REL
57,883,REL
890,170,REL
368,740,REL
858,279,REL
799,681,REL
420,301,REL
450,83,REL
891,787,REL
785,298,REL
310,470,REL
30,322,REL
217,811,REL
988,860,REL
361,199,REL
606,226,REL
167,164,REL
547,679,REL
935,79,REL
296,788,REL
339,308,REL
45,376,REL
61,568,REL
424,320,REL
910,550,REL
436,897,REL
454,523,REL
478,623,REL
733,578,REL
314,455,REL
962,228,REL
699,83,REL
680,12,REL
401,367,REL
89,832,REL
631,71,REL
272,691,REL
401,737,REL
436,763,REL
31,21,REL
486,401,REL
13,951,REL
343,13,REL
180,523,REL
958,767,REL
412,971,REL
406,226,REL
706,906,REL
266,18,REL
110,510,REL
708,474,REL
279,819,REL
872,837,REL
238,899,REL
871,557,REL
529,172,REL
832,309,REL
215,26,REL
260,309,REL
781,246,REL
647,716,REL
859,892,REL
368,936,REL
994,257,REL
703,159,REL
766,339,REL
144,762,REL
955,594,REL
766,33,REL
855,66,REL
772,493,REL
809,260,REL
955,387,REL
530,453,REL
35,173,REL
393,851,REL
732,599,REL
753,329,REL
422,40,REL
851,855,REL
57,353,REL
701,323,REL
268,406,REL
728,160,REL
544,777,REL
101,969,REL
979,184,REL
39,463,REL
15,912,REL
560,502,REL
846,673,REL
397,568,REL
763,394,REL
38,33,REL
466,215,REL
285,189,REL
290,25,REL
220,881,REL
54,603,REL
987,615,REL
531,306,REL
95,1,REL
181,932,REL
488,0,REL
81,890,REL
36,729,REL
616,644,REL
448,196,REL
184,718,REL
722,90,REL
354,644,REL
536,678,REL
41,469,REL
254,186,REL
751,772,REL
595,138,REL
617,289,REL
940,331,REL
646,98,REL
