:START_ID,:END_ID,type
889,815,REL
731,649,REL
995,636,REL
149,397,REL
863,855,REL
976,22,REL
648,334,REL
913,168,REL
508,917,REL
95,764,REL
802,573,REL
772,123,REL
376,818,REL
881,878,REL
227,82,REL
407,621,REL
23,760,REL
49,608,REL
448,519,REL
208,341,REL
619,647,REL
951,349,REL
703,334,REL
478,241,REL
14,984,REL
622,702,REL
52,162,REL
356,163,REL
649,577,REL
293,792,REL
41,545,REL
816,560,REL
153,902,REL
77,319,REL
355,84,REL
887,975,REL
559,898,REL
606,783,REL
170,586,REL
223,848,REL
71,439,REL
616,732,REL
530,992,REL
809,978,REL
500,270,REL
767,989,REL
483,786,REL
861,244,REL
635,517,REL
99,272,REL
453,16,REL
264,80,REL
383,388,REL
559,86,REL
313,845,REL
283,273,REL
631,305,REL
829,447,REL
741,848,REL
647,392,REL
346,98,REL
406,429,REL
233,301,REL
362,973,REL
195,175,REL
601,922,REL
633,42,REL
298,743,REL
883,841,REL
306,458,REL
955,374,REL
737,757,REL
839,845,REL
257,106,REL
516,440,REL
823,510,REL
25,148,REL
747,839,REL
782,337,REL
166,815,REL
791,675,REL
418,22,REL
466,67,REL
184,306,REL
907,255,REL
117,553,REL
940,78,REL
748,394,REL
263,964,REL
88,688,REL
600,418,REL
910,229,REL
475,424,REL
167,16,REL
232,957,REL
247,675,REL
342,26,REL
560,313,REL
391,0,REL
887,609,REL
549,336,REL
529,202,REL
243,521,REL
697,205,REL
602,486,REL
821,202,REL
260,935,REL
558,217,REL
81,369,REL
33,877,REL
248,266,REL
437,969,REL
22,44,REL
926,895,REL
490,648,REL
591,66,REL
319,514,REL
572,815,REL
612,658,REL
70,277,REL
790,561,REL
470,216,REL
264,110,REL
244,115,REL
84,144,REL
103,411,REL
396,824,REL
803,126,REL
681,302,REL
134,750,REL
727,23,REL
171,546,REL
796,672,REL
967,488,REL
327,445,REL
26,528,REL
243,131,REL
436,958,REL
244,628,REL
561,571,REL
735,428,REL
458,285,REL
628,585,REL
249,926,REL
93,534,REL
28,730,REL
179,417,REL
761,373,REL
214,657,REL
880,283,REL
186,88,REL
511,122,REL
422,393,REL
342,779,REL
390,701,REL
717,350,REL
999,884,REL
263,117,REL
554,587,REL
555,464,REL
838,982,REL
208,570,REL
142,430,REL
209,608,REL
556,551,REL
582,865,REL
498,347,REL
83,978,REL
209,626,REL
890,656,REL
195,468,REL
197,528,REL
506,581,REL
127,985,REL
34,616,REL
257,138,REL
773,923,REL
345,548,REL
491,508,REL
906,652,REL
876,875,REL
934,436,REL
498,485,REL
724,278,REL
245,351,REL
201,625,REL
812,564,REL
708,941,REL
483,116,REL
867,252,REL
791,391,REL
549,796,REL
831,460,REL
801,939,REL
182,610,REL
569,728,REL
369,598,REL
372,53,REL
401,841,REL
838,384,REL
461,836,REL
717,704,REL
813,682,REL
502,416,REL
350,501,REL
999,240,REL
428,672,REL
9,396,REL
389,725,REL
535,417,REL
606,923,REL
377,572,REL
557,865,REL
715,88,REL
282,801,REL
730,212,REL
732,947,REL
135,786,REL
842,700,REL
536,966,REL
899,87,REL
793,980,REL
235,963,REL
800,298,REL
784,380,REL
892,897,REL
933,485,REL
807,880,REL
884,528,REL
273,327,REL
555,354,REL
87,82,REL
232,715,REL
984,11,REL
948,31,REL
688,264,REL
266,100,REL
913,80,REL
662,251,REL
866,900,REL
498,560,REL
634,843,REL
416,321,REL
812,462,REL
88,109,REL
218,169,REL
836,713,REL
704,828,REL
217,416,REL
61,287,REL
399,102,REL
34,113,REL
643,228,REL
880,317,REL
726,641,REL
672,164,REL
446,53,REL
676,111,REL
439,396,REL
52,739,REL
493,775,REL
285,527,REL
861,540,REL
342,484,REL
675,344,REL
907,228,REL
495,506,REL
87,296,REL
401,662,REL
955,728,REL
401,592,REL
586,789,REL
652,196,REL
441,32,REL
327,560,REL
562,901,REL
606,345,REL
682,26,REL
400,81,REL
830,307,REL
133,411,REL
279,766,REL
71,532,REL
202,150,REL
108,286,REL
243,895,REL
690,359,REL
681,572,REL
824,946,REL
617,425,REL
615,305,REL
301,114,REL
888,69,REL
842,335,REL
725,697,REL
538,274,REL
639,3,REL
148,571,REL
375,729,REL
484,242,REL
4,365,REL
219,11,REL
515,898,REL
498,209,REL
992,230,REL
542,496,REL
71,719,REL
750,726,REL
668,402,REL
990,858,REL
884,292,REL
57,679,REL
869,52,REL
964,724,REL
764,769,REL
910,957,REL
192,127,REL
783,386,REL
362,639,REL
9,174,REL
219,205,REL
107,158,REL
799,495,REL
595,406,REL
759,207,REL
879,588,REL
823,934,REL
871,729,REL
638,952,REL
194,210,REL
696,576,REL
183,461,REL
169,482,REL
352,697,REL
664,163,REL
607,794,REL
438,388,REL
120,51,REL
382,298,REL
619,557,REL
560,734,REL
670,440,REL
498,736,REL
732,577,REL
353,832,REL
35,917,REL
787,126,REL
370,936,REL
192,964,REL
168,712,REL
749,615,REL
492,125,REL
398,41,REL
120,739,REL
385,680,REL
145,718,REL
659,82,REL
548,19,REL
780,863,REL
974,530,REL
785,565,REL
421,480,REL
244,957,REL
604,309,REL
250,754,REL
658,62,REL
605,140,REL
755,1,REL
74,715,REL
82,941,REL
801,468,REL
223,629,REL
878,266,REL
971,530,REL
695,509,REL
464,359,REL
306,364,REL
742,970,REL
699,590,REL
84,935,REL
61,900,REL
715,721,REL
892,56,REL
659,979,REL
278,671,REL
513,639,REL
542,167,REL
502,304,REL
278,639,REL
919,666,REL
562,105,REL
565,386,REL
844,519,REL
920,184,REL
237,231,REL
663,377,REL
88,653,REL
567,182,REL
15,291,REL
521,858,REL
390,782,REL
550,425,REL
742,491,REL
800,544,REL
698,298,REL
573,117,REL
741,773,REL
77,74,REL
969,602,REL
45,56,REL
261,658,REL
806,372,REL
597,679,REL
335,562,REL
29,325,REL
528,931,REL
717,74,REL
286,132,REL
76,260,REL
363,53,REL
418,251,REL
616,408,REL
163,487,REL
746,328,REL
111,531,REL
288,493,REL
719,994,REL
599,76,REL
199,621,REL
951,545,REL
847,597,REL
526,92,REL
473,788,REL
737,67,REL
