:START_ID,:END_ID,type
393,471,REL
748,694,REL
775,532,REL
576,518,REL
91,789,REL
80,279,REL
689,97,REL
101,380,REL
199,228,REL
216,400,REL
644,973,REL
951,643,REL
780,312,REL
475,95,REL
651,886,REL
707,139,REL
827,800,REL
842,202,REL
274,876,REL
486,645,REL
792,430,REL
441,869,REL
380,124,REL
236,251,REL
844,936,REL
370,413,REL
66,114,REL
89,152,REL
727,900,REL
279,525,REL
258,278,REL
309,963,REL
23,809,REL
221,724,REL
452,164,REL
220,447,REL
110,373,REL
218,128,REL
842,948,REL
80,575,REL
965,335,REL
908,722,REL
94,911,REL
485,465,REL
704,70,REL
926,966,REL
200,639,REL
348,586,REL
772,329,REL
10,173,REL
502,572,REL
130,90,REL
340,319,REL
183,964,REL
703,289,REL
297,919,REL
22,224,REL
801,762,REL
745,774,REL
91,370,REL
93,327,REL
884,397,REL
168,473,REL
349,747,REL
696,55,REL
8,100,REL
590,113,REL
578,467,REL
113,952,REL
953,908,REL
579,79,REL
142,939,REL
802,894,REL
31,559,REL
755,501,REL
692,601,REL
983,799,REL
308,584,REL
115,936,REL
462,35,REL
199,964,REL
746,936,REL
409,305,REL
495,858,REL
612,120,REL
417,583,REL
461,66,REL
773,706,REL
378,672,REL
334,983,REL
633,729,REL
577,736,REL
154,740,REL
647,456,REL
450,380,REL
204,589,REL
649,832,REL
551,821,REL
375,786,REL
754,834,REL
294,843,REL
882,882,REL
988,439,REL
480,283,REL
902,787,REL
562,314,REL
632,725,REL
751,644,REL
889,344,REL
880,95,REL
559,767,REL
532,842,REL
554,709,REL
616,789,REL
811,141,REL
725,961,REL
297,745,REL
416,417,REL
536,245,REL
245,437,REL
301,556,REL
867,786,REL
561,790,REL
84,669,REL
699,905,REL
459,52,REL
951,643,REL
869,151,REL
580,437,REL
226,865,REL
700,757,REL
605,561,REL
748,915,REL
427,373,REL
721,55,REL
588,909,REL
57,364,REL
809,700,REL
627,328,REL
168,685,REL
35,333,REL
198,16,REL
691,727,REL
994,577,REL
320,671,REL
778,427,REL
657,874,REL
875,687,REL
644,243,REL
618,54,REL
829,45,REL
40,27,REL
33,665,REL
905,886,REL
378,321,REL
525,756,REL
930,994,REL
940,434,REL
319,685,REL
868,586,REL
758,411,REL
361,563,REL
304,497,REL
35,401,REL
759,535,REL
746,69,REL
546,148,REL
1,389,REL
551,793,REL
297,978,REL
862,197,REL
630,97,REL
594,966,REL
951,121,REL
193,648,REL
344,85,REL
186,921,REL
530,110,REL
68,212,REL
663,667,REL
12,795,REL
828,678,REL
917,819,REL
642,108,REL
708,586,REL
767,140,REL
850,601,REL
596,96,REL
497,984,REL
623,600,REL
351,992,REL
823,703,REL
90,249,REL
474,233,REL
341,466,REL
783,331,REL
581,57,REL
57,276,REL
316,491,REL
148,357,REL
828,699,REL
18,915,REL
16,966,REL
558,230,REL
364,609,REL
374,8,REL
998,584,REL
484,33,REL
973,49,REL
340,717,REL
806,605,REL
467,139,REL
8,854,REL
421,108,REL
480,879,REL
446,471,REL
392,401,REL
341,912,REL
873,889,REL
514,802,REL
478,756,REL
4,431,REL
146,800,REL
777,688,REL
22,618,REL
815,74,REL
880,366,REL
222,215,REL
202,518,REL
795,252,REL
826,995,REL
335,826,REL
529,85,REL
839,333,REL
222,265,REL
980,924,REL
677,629,REL
538,320,REL
696,554,REL
22,270,REL
147,988,REL
753,716,REL
649,624,REL
355,174,REL
410,45,REL
15,927,REL
898,745,REL
257,659,REL
660,161,REL
267,42,REL
0,816,REL
688,284,REL
645,256,REL
901,226,REL
651,176,REL
175,897,REL
970,551,REL
889,441,REL
867,471,REL
289,50,REL
568,600,REL
116,599,REL
568,305,REL
786,206,REL
564,807,REL
529,245,REL
700,640,REL
671,322,REL
807,971,REL
187,962,REL
682,84,REL
679,972,REL
420,672,REL
15,942,REL
525,62,REL
514,644,REL
765,54,REL
77,444,REL
101,949,REL
985,40,REL
269,887,REL
319,745,REL
814,643,REL
441,630,REL
67,324,REL
599,361,REL
302,190,REL
885,484,REL
690,388,REL
